ID,tweet_text,tweet text,0
232,b'Thunderstorms in the West: The Story of How Ondo State Went Up in Flames in 1983 - by Onigegewura https://t.co/LlVnb1zsRl #OndoDecides2020 #OndoDeservesBetter #ONDO2020 #ondoisondo https://t.co/Xk4PfcUZza', Thunderstorms in the West The Story of How Ondo State Went Up in Flames in by Onigegewura ,0
233,"b'#Ondo2020 Dear Good People of Ondo State  We must SHUN Violence before, during &amp; after October 10th #OndoDecides2020 Governorship Election  Remember our Unity irrespective of our Political differences is our Power against our common enemies  Stand Up for what is right &amp; be United'", Dear Good People of Ondo State We must SHUN Violence before during amp after October th Governorship Election Remember our Unity irrespective of our Political differences is our Power against our common enemies Stand Up for what is right amp be United ,1
234,b'Remember our Unity irrespective of our Political differences is our Power against our common enemies.  Stand Up for what is right and be United.  #ondodecides2020 #OndoDeservesBetter #ondomustbedelivered #Ondo2020', Remember our Unity irrespective of our Political differences is our Power against our common enemies Stand Up for what is right and be United ,1
235,"b""HE. @RotimiAkeredolu is the soul candidate of my dear party @OfficialAPCNg and as such, he's my candidate and I'm 100% behind him. I'm not a coward, I'm not a betrayal.  I humbly ask the good people of Ondo to please Vote for AKETI. #OndoDecides2020 #ONDO2020 https://t.co/3xnJ00yc97""", HE is the soul candidate of my dear party and as such he is my candidate and am behind him am not coward am not betrayal humbly ask the good people of Ondo to please Vote for AKETI ,1
236,"b""If you're a student and you vote for this man, you're WRONG!!!  @RotimiAkeredolu  #OndoDecides2020  #OndoDeservesBetter  #ONDO2020 https://t.co/w1HpzRrMAp""", If you are student and you vote for this man you are WRONG ,0
237,b'Who wins the Ondo 2020 governorship election?  #OndoDecides2020 #Vote #OndoDeservesBetter #ONDO2020 #Ondo #Aketi #Eyi #Ajayi', Who wins the Ondo governorship election ,0
238,b'#Ondo2020  Dear Good People of Ondo State  We must resist all forms of intimidation and oppression from any forces.  Remember our Unity irrespective of our Political differences is our Power against our common enemies.  Stand Up for what is right and be United.  #ondodecides2020', Dear Good People of Ondo State We must resist all forms of intimidation and oppression from any forces Remember our Unity irrespective of our Political differences is our Power against our common enemies Stand Up for what is right and be United ,1
239,b'VOTE and RETWEET for others to see. Who is your favorite candidate for ONDO STATE Gubernatorial election.   #VirtualElection #OndoDecides2020 #OndoDeservesBetter #ONDO2020', VOTE and RETWEET for others to see Who is your favorite candidate for ONDO STATE Gubernatorial election ,0
240,"b""Meanwhile, one movement group -  Alliance Democratic Movement for better Nigeria - don do 'I-no-go-gree' waka for di streets of Akure say to tell di inspector General of Police say e make sure say dia vote count.  #OndoDecides2020 #ONDO2020 https://t.co/fu4hPAqFUc""", Meanwhile one movement group Alliance Democratic Movement for better Nigeria don do no go gree waka for di streets of Akure say to tell di inspector General of Police say make sure say dia vote count ,0
241,"b""What's happening in your area as the #ONDO2020  gubernatorial election build's up. Drop your updates using #OndoDecides2020""", what is happening in your area as the gubernatorial election build up Drop your updates using ,0
242,"b'#BREAKING: Ondo Election: 11 Political Parties Collapse Structure For PDP Candidate, @TayoJegedeSAN via @Reporters_Large https://t.co/n8nrYmc3s4  @OfficialPDPNig @PdpOndo @ondo_pdp @LindaLeeKing @OndoAPC #OndoDecides2020 #ondodebate #OndoIsBetterWithPDP #ONDO2020 #Politics #ondo'", Ondo Election Political Parties Collapse Structure For PDP Candidate via ,0
243,b'ELECTION NO BE WAR \xe2\x9c\x85  Today I joined @D_Pacesetters @USAID @NDI to create awareness about #VoteNotFight campaign in my own way. I was on my Shirt to work on #MondayVibes ahead of #OndoDecides2020 #Ondo2020 by weekend. We should all know that #OndoElection is not war. Peace! https://t.co/L4lPTxISAv', ELECTION NO BE WAR xe Today joined to create awareness about campaign in my own way was on my Shirt to work on ahead of by weekend We should all know that is not war Peace ,0
244,b'Wetin this one dey talk? Ogbeni return your party ticket jhoor! Ondo madetiwa daran bayi\xf0\x9f\x99\x86\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x98\x82\xf0\x9f\x98\x82 SMH! #OndoDecides2020 #OndoDecides #ondo2020 https://t.co/szNRazWN49', Wetin this one dey talk Ogbeni return your party ticket jhoor Ondo madetiwa daran bayi xf xf xbc xe xe xef xb xf xf SMH ,0
245,b'Everything is almost set for the stakeholders meeting for 2020 Ondo Governorship Election   #OndoDecides #ondo2020 #OndoDecides2020 https://t.co/9WWStU0nwj', Everything is almost set for the stakeholders meeting for Ondo Governorship Election ,0
246,"b'""We are not perturbed, our trust and condidence is in God alone"".  #OndoDeservesBetter  #OndoDecides2020  #Ondo2020 #VoteforPDA #VoteforyourFuture https://t.co/GbXOIW5zpu'", We are not perturbed our trust and condidence is in God alone ,0
247,"b'Watch Live: #Ondo2020 Governorship Debate between Governor @RotimiAkeredolu, @TayoJegedeSAN, @AAjayiAgboola and Fasua. #FaceTheVoters #OndoDecides2020  https://t.co/58MOcJzoyG'", Watch Live Governorship Debate between Governor and Fasua ,0
248,"b""My ondo state people, let's make history by distancing ourselves from election violence.  Lets say *YES* to free and fair election #OndoDeservesBetter #ONDO2020 #OndoDecides2020 #OndoProtectYourVote #Ondo #ondonobekogi #ondonobelagos #ElectionNoBeWar https://t.co/SdJKAKg6X3""", My ondo state people let us make history by distancing ourselves from election violence let us say YES to free and fair election ,1
249,"b'If democracy is for the people and by the people, why should people then be sacrificed on the alter of political campaign?  The responsibility is to our electorates to ensure peace reign and not sacrifice their future.  #Ondo2020 #OndoDecides2020  #OndoBetterWithPDA #VoteADC https://t.co/J2KyHpI8DR'", If democracy is for the people and by the people why should people then be sacrificed on the alter of political campaign The responsibility is to our electorates to ensure peace reign and not sacrifice their future ,0
250,"b'...Commission.  The certificate was presented on Tuesday at the INEC Benin office by its National Commissioner, Mrs. May Agbamuche-Mbu. . . . . . #edostate #edo #EdoDecides2020 #fashion #FG #election2020 #election #explorepage #FederalGovernment #Obaseki2020 #INEC'", Commission The certificate was presented on Tuesday at the INEC Benin office by its National Commissioner Mrs May Agbamuche Mbu ,0
251,"b'The Minister of State Budget and National Planning, Mr Clem Agba and Sen. Francis Alimikhena (APC-Edo-North) on Saturday, expressed satisfaction on the conduct of the Edo governorship election.  #commend #Edo #Election #INEC #Minister #on #Senator https://t.co/8hlUT5mwAO https://t.co/qM1cZqjFxI'", The Minister of State Budget and National Planning Mr Clem Agba and Sen Francis Alimikhena APC Edo North on Saturday expressed satisfaction on the conduct of the Edo governorship election ,0
252,"b'Today in The Guardian \xe2\x80\x93 Disquiet as Edo State elects governor today. Get The Guardian on the newsstands for the latest in world news, sports, and in-depth analysis.\xe2\x81\xa3\xe2\x81\xa3  #Edo2020 #Election #INEC #FrontPage #Headline #Politics #News #Nigeria #NigerianNews #Africa #TheGuardianNg https://t.co/Z3MK215APc'", Today in The Guardian xe Disquiet as Edo State elects governor today Get The Guardian on the newsstands for the latest in world news sports and in depth analysis xe xa xe xa ,0
253,b'Don Alabi ft King Kanuali [Election] YouTube link below pls subscribe  https://t.co/AvH8R4RmSg #donalabicomedy #election #inec #nigeria #vote #XFactor2020 #ariskolos #BBNaija #bbcqt #BB22 https://t.co/zbV49kRqNd', Don Alabi ft King Kanuali Election YouTube link below pls subscribe ,0
254,b'@Iceprincezamani Boss na why our politician sef dey defect from #PDP to #APC back to #PDP then Return to #APC', Boss na why our politician sef dey defect from to back to then Return to ,0
255,b'Do you hear... Happy sunday  #kiddrica #OzoNengi #Nengi #BBNaijaLocdown2020 #buhari #APC #PDP #Africa #youths #Entrepreneurship  #civilservice #lazycivilservants #poverty #marry #wife #TurnUpWithLaycon https://t.co/Q9rcbEQSnR', Do you hear Happy sunday ,0
256,"b""Crowd goes wild as @GovernorObaseki's campaign songs were performed at a funeral ceremony in Benin City  #Obaseki2020 #obaseki #IzeIyamu #pdp #apc https://t.co/yJPBN0GhMg""", Crowd goes wild as campaign songs were performed at funeral ceremony in Benin City ,0
257,b'Clay Richie: Nigeria: A Failed State Or A World Capital Of Pove... https://t.co/Bp1srdOqH6 #News #Nigeria #Africa #Politics #Poverty #Economy #APC #PDP #Government #FailedPresident #FailedLeadership #Ghana #Africans', Clay Richie Nigeria Failed State Or World Capital Of Pove ,0
258,"b""NDDC bazaar, Magu's heist, Sadiya's palliative abracadabra, Malami's heist, Osinbajo's Tradermoni, Sirika's audio AirNigeria, Amaechi's signing off of Nigeria's sovereignty,  the ongoing genocide in SK and many more!   In a country that has laws. #EFCC, #tvc,#PDP,#APC""", NDDC bazaar Magu heist Sadiya palliative abracadabra Malami heist Osinbajo Tradermoni Sirika audio AirNigeria Amaechi signing off of Nigeria sovereignty the ongoing genocide in SK and many more In country that has laws ,0
259,b'#Pdp owns #Edo &amp; #Ondo...but watch #Apc just like #Npp with fake promises!  #NDC2020! #JMandJane2020 #Dw #Weaa #USOpen @_SmokinHot #Bts #SDGs https://t.co/SqjLRrdgto', owns amp but watch just like with fake promises SmokinHot ,0
260,b'Clay Richie: Ministerial performance review retreat: An insider... https://t.co/RbZ2wdOPQH #News #Nigeria #Africa #Politics #APC #PDP #Government #CoronaVirus #Covid19 #Buhari #PMB #ECOWAS #Economy', Clay Richie Ministerial performance review retreat An insider ,0
261,"b'I saw this picture online, I really do not know if it is @dino_melaye or not, but if its really Dino, and you dey there dey vex say e dey flaunt hin wealth or he too dey enjoy ""your head is not correct""  #SaturdayThoughts #OZOwillDoBetter #OzoNengi #PDP #APC #Naija https://t.co/9XE5ogYYNw'", saw this picture online really do not know if it is or not but if its really Dino and you dey there dey vex say dey flaunt hin wealth or he too dey enjoy your head is not correct ,0
262,"b'@Whuyiee That will only happen when we discover that #PDP , #APC and to much #religions are at the forefront of all Nigerians problems'", That will only happen when we discover that and to much are at the forefront of all Nigerians problems ,0
263,"b'""Where were the security officers on duty at the time the fire started? Why was it that fire engulfed a container housing over 5000 card reader machines within few minutes?""  #APC #Inec #Ondo2020 #PDP https://t.co/yC6flXjju6 https://t.co/VwBFDa2fHi'", Where were the security officers on duty at the time the fire started Why was it that fire engulfed container housing over card reader machines within few minutes ,0
264,b'Setback for PDP as Edo State PDP Chairman Dump Party to Join APC  #APC  #EdoElection  #PDP ... Read More Here &gt;&gt; https://t.co/couPrkiWGh https://t.co/yaHGs01tuU', Setback for PDP as Edo State PDP Chairman Dump Party to Join APC Read More Here gt gt ,0
265,b'APC MOVES TO WHITTLE DOWN PDP STRUCTURE 5th August 2020 Click on the link below to view the complete story.  https://t.co/iCbxkajn3t  #zanytales #news #nigerianews #comics #comicjournalism #journalism #fct #abuja #pdp #apc #nigerianpolitics https://t.co/hQ7FiY61D0', APC MOVES TO WHITTLE DOWN PDP STRUCTURE th August Click on the link below to view the complete story ,0
266,b'Download Free Copy TELL Magazine Below https://t.co/uhkawmf4e3 #APC #PDP', Download Free Copy TELL Magazine Below ,0
267,b'Clay Richie: Explosive expositions at World Igbo Congress 2020 ... https://t.co/xpdb6SnYVg #News #Nigeria #Africa #Ohaneze #Igbo #Biafra #IPOB #Ebonyi #Abia #Enugu #Anambra #Imo #President #Politics #PoliticsLive #APC #PDP', Clay Richie Explosive expositions at World Igbo Congress am going to ,0
268,"b""#PDP rice -#500  then #APC rice-#1600 Now Then what's the benefits  of this to Nigerian hell!  No https://t.co/MeuQwtimHH""", rice then rice Now Then what is the benefits of this to Nigerian hell No ,0
269,"b'Adesina Visits Former President, Good luck Jonathan- (Pictures)#IGoPayXMercyEke #BigBrother #IGoPaybyDrDolor #GEJ #pdp #APC https://t.co/3oVPhb0JnI via @Nigeria Info Daily'", Adesina Visits Former President Good luck Jonathan Pictures via Info Daily ,0
270,"b'Palpable fear has enveloped Idanre community, Ondo State, following the gruesome murder of a politician, who is a member of Zenith Labour Party, (ZLP) by yet to be identified assailants.  #APC #Ondo2020 #PDP #ZLP https://t.co/Yc6VvJ6UyN https://t.co/FyGuymNgh0'", Palpable fear has enveloped Idanre community Ondo State following the gruesome murder of politician who is member of Zenith Labour Party ZLP by yet to be identified assailants ,1
271,"b'By Ayodele Oni, Akure  Ondo State House of Assembly is becoming a theatre of sort where various plays are acted, some of which have called the integrity of the Members to question.  #APC #PDP #ZLP https://t.co/RANJzt71Gz https://t.co/g7MMiF6yFS'", By Ayodele Oni Akure Ondo State House of Assembly is becoming theatre of sort where various plays are acted some of which have called the integrity of the Members to question ,0
272,b'We elected APC government for 2019 to 2023 not 2050.  Which one is vision 2050 when you are even going to hand over debts to the next administration.    Misplaced focus. #APC #PDP #Vision 2050', We elected APC government for to not Which one is vision when you are even going to hand over debts to the next administration Misplaced focus ,0
273,"b'Lai Mohammed had said Nigerians are still paying less, that the prices of Petrol and Electrify tariff in Nigeria are still the lowest in Central and West Africa.  #APC #AsoRock #FuelPriceHike #PDP https://t.co/RrzIqaXwSk https://t.co/hNxDjCYcck'", Lai Mohammed had said Nigerians are still paying less that the prices of Petrol and Electrify tariff in Nigeria are still the lowest in Central and West Africa ,0
