ID,tweet,tweet,0
2018, continue the false equivalency BS btwn amp TRUMP IS LIFELONG LYING CORRUPT MISOGYNISTIC RACIST BIGOT DEVOID OF MORALS ETHICS OR INTEGRITY amp KILLING US is lifelong decent compassionate progressive public servant , continue the false equivalency BS btwn amp TRUMP IS LIFELONG LYING CORRUPT MISOGYNISTIC RACIST BIGOT DEVOID OF MORALS ETHICS OR INTEGRITY amp KILLING US is lifelong decent compassionate progressive public servant ,1
2019, Meanwhile media continues to equate with as 1000 Americans die every day from utter willful failure to respond appropriately to the pandemic with impunity Media is complicit History won xe2 x80 x99t be kind , Meanwhile media continues to equate with as Americans die every day from utter willful failure to respond appropriately to the pandemic with impunity Media is complicit History won xe be kind ,0
2020, Yet media continues false equivalency BS btwn amp If is re elected will anyone but you in media etc report the new xe2 x80 x9covens xe2 x80 x9d Not joking Hitler is rising in plain sight , Yet media continues false equivalency BS btwn amp If is re elected will anyone but you in media etc report the new xe covens xe Not joking Hitler is rising in plain sight ,0
2021, Not is as he xe2 x80 x99s always been lying corrupt misogynistic racist coward devoid of morals ethics or integrity utterly unfit to be We knew this for decades Media knew But Her Emails right Now msm is repeating false equivalency BS with Malfeasance , Not is as he xe always been lying corrupt misogynistic racist coward devoid of morals ethics or integrity utterly unfit to be We knew this for decades Media knew But Her Emails right Now msm is repeating false equivalency BS with Malfeasance ,1
2022, Understand where the media xe2 x80 x99s at in covering vs if Trump came out today amp denied the he wouldn xe2 x80 x99t lose one voter not one not one AND media would pretend it was normal There xe2 x80 x99s Hitler rising in America amp media is complicit , Understand where the media xe at in covering vs if Trump came out today amp denied the he wouldn xe lose one voter not one not one AND media would pretend it was normal There xe Hitler rising in America amp media is complicit ,0
2023, And media will continue false equivalency BS between amp and amp We xe2 x80 x99re at the point now where media would normalize Hitler again This is why children are being kidnapped amp caged at our border When the ovens are built media will xf0 x9f xa4 xb7 xf0 x9f x8f xbd xe2 x80 x8d xe2 x99 x82 xef xb8 x8f xf0 x9f xa4 xb7 xf0 x9f x8f xbd xe2 x80 x8d xe2 x99 x80 xef xb8 x8f , And media will continue false equivalency BS between amp and amp We xe re at the point now where media would normalize Hitler again This is why children are being kidnapped amp caged at our border When the ovens are built media will xf xa xb xf xbd xe xe xef xb xf xa xb xf xbd xe xe xef xb ,0
2024, VIDEO Gov Obaseki and team allegedly conducting vehicle search upon news that other party reps allegedly brought bags of money to bribe voters at the polling station Click for more updates , VIDEO Gov Obaseki and team allegedly conducting vehicle search upon news that other party reps allegedly brought bags of money to bribe voters at the polling station Click for more updates ,0
2025, VIDEO Polling Unit 24 Ward 6 at Oredo LGA It is reported that part rep tried to share money but was disrupted Edo people scattered the money and refused to take it Click for more updates , VIDEO Polling Unit Ward at Oredo LGA It is reported that part rep tried to share money but was disrupted Edo people scattered the money and refused to take it Click for more updates ,0
2026, VIDEO Gov Obaseki arrives at the Polling station Click for more updates , VIDEO Gov Obaseki arrives at the Polling station Click for more updates ,0
2027, VIDEO Oshiomhole doing the Sign of the Cross before voting Click for more updates , VIDEO Oshiomhole doing the Sign of the Cross before voting Click for more updates ,0
2028, is more false equivalency both sides BS we must reject The only things amp have in common are they xe2 x80 x99re both old white men born in the same decade amp have children That xe2 x80 x99s it TRUMP IS KNOWN LIFELONG LYING CORRUPT MISOGYNISTIC RACIST BIGOT , is more false equivalency both sides BS we must reject The only things amp have in common are they xe re both old white men born in the same decade amp have children That xe it TRUMP IS KNOWN LIFELONG LYING CORRUPT MISOGYNISTIC RACIST BIGOT ,1
2029, Nigeria is funny country godfathers from other states came to kick out godfather Edo state and say power belongs to the people xf0 x9f x98 x82 , Nigeria is funny country godfathers from other states came to kick out godfather Edo state and say power belongs to the people xf ,1
2030, Before killing yourselves , Before killing yourselves ,1
2031, Edo Governorship Election no be here oh xf0 x9f x98 x82 xf0 x9f x98 x82 , Edo Governorship Election no be here oh xf xf ,0
2032, Now official OBASEKI IS THE WINNER , Now official OBASEKI IS THE WINNER ,0
2033, Obaseki even won Orhionmwon Local Government where Pastor Ize Iyamu hails from The beating is pro pro max xf0 x9f x98 x82 xf0 x9f x98 x82 , Obaseki even won Orhionmwon Local Government where Pastor Ize Iyamu hails from The beating is pro pro max xf xf ,0
2034, The silent majority on Day see you there here kitty kitty , The silent majority on Day see you there here kitty kitty ,0
2035, Final Results From All LGAs Accredited VOTERS 557443 APC 223619 PDP 307955 Obaseki wins with difference of 84 336 votes , Final Results From All LGAs Accredited VOTERS APC PDP Obaseki wins with difference of votes ,0
2036, let us continue giving them today Cc , let us continue giving them today Cc ,0
2037, And the Lord remembered the captivity of his people and all chains of godfatherism are broken Today Edo is free Indeed , And the Lord remembered the captivity of his people and all chains of godfatherism are broken Today Edo is free Indeed ,1
2038, urge baba Adeboye to quickly suspend POI as pastor in man like POI should not be identified as pastor in RCCG , urge baba Adeboye to quickly suspend POI as pastor in man like POI should not be identified as pastor in RCCG ,0
2039, And today might be the end of Adams Oshiomole in Nigeria Politics go retire osho today , And today might be the end of Adams Oshiomole in Nigeria Politics go retire osho today ,0
2040, Today is Friday let us pray Godwin Obaseki to win Edo election xf0 x9f x99 x8f xf0 x9f x8f xbb , Today is Friday let us pray Godwin Obaseki to win Edo election xf xf xbb ,0
2041, Why Politics is Worse in India as Compared to Other Countries See , Why Politics is Worse in India as Compared to Other Countries See ,1
2042, Bros if you really love Edo State be humble and make that call to Obaseki to congratulate him Remain blessed , Bros if you really love Edo State be humble and make that call to Obaseki to congratulate him Remain blessed ,0
2043, All day non stop poison spray Sky is fully engulfed so do any of you do your fuking jobs didn xe2 x80 x99t think so , All day non stop poison spray Sky is fully engulfed so do any of you do your fuking jobs didn xe think so ,0
2044, 5thForces 8 22 am Sky is fully engulfed so do any of you do your fuking jobs didn xe2 x80 x99t think so , thForces am Sky is fully engulfed so do any of you do your fuking jobs didn xe think so ,0
2045, 8 22 am Sky is fully engulfed so do any of you do your fuking jobs didn xe2 x80 x99t think so , am Sky is fully engulfed so do any of you do your fuking jobs didn xe think so ,0
2046, 444Cin444 8 22 am Sky is fully engulfed so do any of you do your fuking jobs didn xe2 x80 x99t think so , Cin am Sky is fully engulfed so do any of you do your fuking jobs didn xe think so ,0
